Date,ticker,rolling_volatility
2021-06-28,AAPL,0.16993935440123423
2021-06-29,AAPL,0.16872277125200344
2021-06-30,AAPL,0.1635856881517269
2021-07-01,AAPL,0.1630850838398033
2021-07-02,AAPL,0.16182917613724793
2021-07-06,AAPL,0.15572546752264563
2021-07-07,AAPL,0.158579450575254
2021-07-08,AAPL,0.16255228590262408
2021-07-09,AAPL,0.1639948163076687
2021-07-12,AAPL,0.1582369616485239
2021-07-13,AAPL,0.1555054652202964
2021-07-14,AAPL,0.16265048746754185
2021-07-15,AAPL,0.16551314705906342
2021-07-16,AAPL,0.16743369830986105
2021-07-19,AAPL,0.18797759565646227
2021-07-20,AAPL,0.19755962764055582
2021-07-21,AAPL,0.19963541815281685
2021-07-22,AAPL,0.20009977955396668
2021-07-23,AAPL,0.19730711205708695
2021-07-26,AAPL,0.19700584067344498
2021-07-27,AAPL,0.19690638532711377
2021-07-28,AAPL,0.20026100536542038
2021-07-29,AAPL,0.20027426569811574
2021-07-30,AAPL,0.19861843316518918
2021-08-02,AAPL,0.19525895654764439
2021-08-03,AAPL,0.19463837305228532
2021-08-04,AAPL,0.19354909373655502
2021-08-05,AAPL,0.19306395595065992
2021-08-06,AAPL,0.1938376155494645
2021-08-09,AAPL,0.19345931977304706
2021-08-10,AAPL,0.19227092371942364
2021-08-11,AAPL,0.1904539765607587
2021-08-12,AAPL,0.19760968947231594
2021-08-13,AAPL,0.19764654298530943
2021-08-16,AAPL,0.19402298176627447
2021-08-17,AAPL,0.19219139421778955
2021-08-18,AAPL,0.20219817295679918
2021-08-19,AAPL,0.20014347975586486
2021-08-20,AAPL,0.19880304056991396
2021-08-23,AAPL,0.20006310724737053
2021-08-24,AAPL,0.19912795000581976
2021-08-25,AAPL,0.18861470386043777
2021-08-26,AAPL,0.1888482559689753
2021-08-27,AAPL,0.18517793378396108
2021-08-30,AAPL,0.1847385084934518
2021-08-31,AAPL,0.17365579065543937
2021-09-01,AAPL,0.1727785247455842
2021-09-02,AAPL,0.1720349347165843
2021-09-03,AAPL,0.16943888859043335
2021-09-07,AAPL,0.17424092183839113
2021-09-08,AAPL,0.17070545992758313
2021-09-09,AAPL,0.16743357278313867
2021-09-10,AAPL,0.19661543531739412
2021-09-13,AAPL,0.19681012416250032
2021-09-14,AAPL,0.1989606412696058
2021-09-15,AAPL,0.19646635950001298
2021-09-16,AAPL,0.19632893854672231
2021-09-17,AAPL,0.2038830111504191
2021-09-20,AAPL,0.21280847986451412
2021-09-21,AAPL,0.21314866503629712
2021-09-22,AAPL,0.21877816901876745
2021-09-23,AAPL,0.21957701462821655
2021-09-24,AAPL,0.21096258206655755
2021-09-27,AAPL,0.21291062161087934
2021-09-28,AAPL,0.21872453035953582
2021-09-29,AAPL,0.21974116165806917
2021-09-30,AAPL,0.20892411399039357
2021-10-01,AAPL,0.21041650889356867
2021-10-04,AAPL,0.21876454838486406
2021-10-05,AAPL,0.22092274154371155
2021-10-06,AAPL,0.22219275432898844
2021-10-07,AAPL,0.2233830276046558
2021-10-08,AAPL,0.22305165277563843
2021-10-11,AAPL,0.2216943548653477
2021-10-12,AAPL,0.20181654340200816
2021-10-13,AAPL,0.2011269667173487
2021-10-14,AAPL,0.21063037597576878
2021-10-15,AAPL,0.2106449113931691
2021-10-18,AAPL,0.21366841725567076
2021-10-19,AAPL,0.2133913454971646
2021-10-20,AAPL,0.2123543015884611
2021-10-21,AAPL,0.2118562211456932
2021-10-22,AAPL,0.18853211381156199
2021-10-25,AAPL,0.18816046946783124
2021-10-26,AAPL,0.1864809801096863
2021-10-27,AAPL,0.18588700819023762
2021-10-28,AAPL,0.19910903124515258
2021-10-29,AAPL,0.19894435711377584
2021-11-01,AAPL,0.18839981955632693
2021-11-02,AAPL,0.1890450824983635
2021-11-03,AAPL,0.18520040288723147
2021-11-04,AAPL,0.18496025090231696
2021-11-05,AAPL,0.18511615001357307
2021-11-08,AAPL,0.18292869987745108
2021-11-09,AAPL,0.16649063323974014
2021-11-10,AAPL,0.1770533125655042
2021-11-11,AAPL,0.17428197954161465
2021-11-12,AAPL,0.17718071437358712
2021-11-15,AAPL,0.15834050059900587
2021-11-16,AAPL,0.1550837844307234
2021-11-17,AAPL,0.15999694091889158
2021-11-18,AAPL,0.17545716772207223
2021-11-19,AAPL,0.17876761853038645
2021-11-22,AAPL,0.1782758371241526
2021-11-23,AAPL,0.17393690363017092
2021-11-24,AAPL,0.17202912142141433
2021-11-26,AAPL,0.19640987039058605
2021-11-29,AAPL,0.20341133139298714
2021-11-30,AAPL,0.217532618242128
2021-12-01,AAPL,0.2159881590204729
2021-12-02,AAPL,0.21777557404916484
2021-12-03,AAPL,0.22201067642687805
2021-12-06,AAPL,0.22699724590707152
2021-12-07,AAPL,0.24397128460469106
2021-12-08,AAPL,0.24934496812698123
2021-12-09,AAPL,0.24929264513232607
2021-12-10,AAPL,0.25141236531563893
2021-12-13,AAPL,0.2536237822696919
2021-12-14,AAPL,0.25463619053840836
2021-12-15,AAPL,0.2630749215523698
2021-12-16,AAPL,0.29460517917826484
2021-12-17,AAPL,0.2954314817219813
2021-12-20,AAPL,0.2976058522453033
2021-12-21,AAPL,0.29933151639692185
2021-12-22,AAPL,0.3007937614204477
2021-12-23,AAPL,0.2918149517398247
2021-12-27,AAPL,0.29519857440024894
2021-12-28,AAPL,0.2964076595810397
2021-12-29,AAPL,0.29633535885987916
2021-12-30,AAPL,0.29854836818919495
2021-12-31,AAPL,0.29784225558702365
2022-01-03,AAPL,0.2956650170266718
2022-01-04,AAPL,0.2975895359155068
2022-01-05,AAPL,0.3106340777964021
2022-01-06,AAPL,0.31578696517418553
2022-01-07,AAPL,0.3157836225550083
2022-01-10,AAPL,0.29877383105125993
2022-01-11,AAPL,0.29642544610855887
2022-01-12,AAPL,0.28417281526941185
2022-01-13,AAPL,0.29043780874649927
2022-01-14,AAPL,0.28970296809960566
2022-01-18,AAPL,0.2934259907777045
2022-01-19,AAPL,0.29453062539758346
2022-01-20,AAPL,0.2769410105245265
2022-01-21,AAPL,0.2693396592283689
2022-01-24,AAPL,0.26942489552981513
2022-01-25,AAPL,0.2547746746218009
2022-01-26,AAPL,0.24973565443544532
2022-01-27,AAPL,0.24930971011685768
2022-01-28,AAPL,0.310550360637187
2022-01-31,AAPL,0.29829692203041763
2022-02-01,AAPL,0.29759695921420176
2022-02-02,AAPL,0.2969361932968681
2022-02-03,AAPL,0.29647098125064714
2022-02-04,AAPL,0.2929566111273452
2022-02-07,AAPL,0.29286118438217884
2022-02-08,AAPL,0.2900399989889919
2022-02-09,AAPL,0.29087768222585514
2022-02-10,AAPL,0.29861384486323084
2022-02-11,AAPL,0.30338264206792726
2022-02-14,AAPL,0.3034755076162408
2022-02-15,AAPL,0.3021548381820698
2022-02-16,AAPL,0.30032243224803523
2022-02-17,AAPL,0.29666370139661724
2022-02-18,AAPL,0.2940143276736754
2022-02-22,AAPL,0.2980745725229254
2022-02-23,AAPL,0.3064676903341941
2022-02-24,AAPL,0.3064129530795022
2022-02-25,AAPL,0.30930877259959433
2022-02-28,AAPL,0.305131009687507
2022-03-01,AAPL,0.3059258873298888
2022-03-02,AAPL,0.308058275888993
2022-03-03,AAPL,0.3018341220704561
2022-03-04,AAPL,0.30520517537466774
2022-03-07,AAPL,0.310872701573131
2022-03-08,AAPL,0.3123272947379413
2022-03-09,AAPL,0.3267182286300009
2022-03-10,AAPL,0.33683776040681623
2022-03-11,AAPL,0.3438998695604391
2022-03-14,AAPL,0.284528371965281
2022-03-15,AAPL,0.2878350651226587
2022-03-16,AAPL,0.3028571293643588
2022-03-17,AAPL,0.30269396746251576
2022-03-18,AAPL,0.3072645106567445
2022-03-21,AAPL,0.3086905512275086
2022-03-22,AAPL,0.3150156911676794
2022-03-23,AAPL,0.31109887858022656
2022-03-24,AAPL,0.31736579765849315
2022-03-25,AAPL,0.309623586640771
2022-03-28,AAPL,0.3034008390275085
2022-03-29,AAPL,0.3076627896386856
2022-03-30,AAPL,0.30204387393776627
2022-03-31,AAPL,0.30692366699147683
2022-04-01,AAPL,0.29993730710648586
2022-04-04,AAPL,0.30503461806090193
2022-04-05,AAPL,0.3057116633309856
2022-04-06,AAPL,0.3003529216709566
2022-04-07,AAPL,0.2973290238765233
2022-04-08,AAPL,0.29805959928385856
2022-04-11,AAPL,0.30805986799329954
2022-04-12,AAPL,0.3076467016582118
2022-04-13,AAPL,0.3055831950516406
2022-04-14,AAPL,0.3186589307302183
2022-04-18,AAPL,0.3138943907357448
2022-04-19,AAPL,0.30750058884752435
2022-04-20,AAPL,0.30500056734547515
2022-04-21,AAPL,0.2896088795226701
2022-04-22,AAPL,0.2901683650201506
2022-04-25,AAPL,0.2808173476368414
2022-04-26,AAPL,0.2922864725137523
2022-04-27,AAPL,0.28010715775775424
2022-04-28,AAPL,0.29689322404333673
2022-04-29,AAPL,0.3161511628976713
2022-05-02,AAPL,0.3097679421079229
2022-05-03,AAPL,0.31007749908285054
2022-05-04,AAPL,0.3268058515377043
2022-05-05,AAPL,0.3645523543540435
2022-05-06,AAPL,0.35747358707631305
2022-05-09,AAPL,0.367408521246859
2022-05-10,AAPL,0.37125129661296685
2022-05-11,AAPL,0.3905532937687926
2022-05-12,AAPL,0.39510879501170554
2022-05-13,AAPL,0.409214157548371
2022-05-16,AAPL,0.40929280118510275
2022-05-17,AAPL,0.41037330302841857
2022-05-18,AAPL,0.4359998913241771
2022-05-19,AAPL,0.4378212990012356
2022-05-20,AAPL,0.4378109732832874
2022-05-23,AAPL,0.4579628770824452
2022-05-24,AAPL,0.4558766526170494
2022-05-25,AAPL,0.45351756335098
2022-05-26,AAPL,0.4567654297334822
2022-05-27,AAPL,0.468911995961637
2022-05-31,AAPL,0.46891291863289397
2022-06-01,AAPL,0.46608410233816905
2022-06-02,AAPL,0.4698383383769861
2022-06-03,AAPL,0.481302258796197
2022-06-06,AAPL,0.47669220590927047
2022-06-07,AAPL,0.47966010927792335
2022-06-08,AAPL,0.4680981037321443
2022-06-09,AAPL,0.47878921664465546
2022-06-10,AAPL,0.46830830788252087
2022-06-13,AAPL,0.46935265967557366
2022-06-14,AAPL,0.47023055392619695
2022-06-15,AAPL,0.4740949631390433
2022-06-16,AAPL,0.46422193782767834
2022-06-17,AAPL,0.44315325209450207
2022-06-21,AAPL,0.4558217990799985
2022-06-22,AAPL,0.4475248914316332
2022-06-23,AAPL,0.4498559864429212
2022-06-24,AAPL,0.43138037331386536
2022-06-27,AAPL,0.42420024690987995
2022-06-28,AAPL,0.42188699284092845
2022-06-29,AAPL,0.4233358601295181
2022-06-30,AAPL,0.41827955304844394
2022-07-01,AAPL,0.38737203344671817
2022-07-05,AAPL,0.3840477755869877
2022-07-06,AAPL,0.38484572844910897
2022-07-07,AAPL,0.37392733146857443
2022-07-08,AAPL,0.3691360218373516
2022-07-11,AAPL,0.37219340721701194
2022-07-12,AAPL,0.36683739426268464
2022-07-13,AAPL,0.3472592982249196
2022-07-14,AAPL,0.35233356617302575
2022-07-15,AAPL,0.353882462294407
2022-07-18,AAPL,0.355531873379235
2022-07-19,AAPL,0.3447007307333475
2022-07-20,AAPL,0.34633430772191104
2022-07-21,AAPL,0.3454281416919328
2022-07-22,AAPL,0.3460492908985381
2022-07-25,AAPL,0.32809194227339933
2022-07-26,AAPL,0.3055114173043167
2022-07-27,AAPL,0.290148551883108
2022-07-28,AAPL,0.2902047218711394
2022-07-29,AAPL,0.2975908766979661
2022-08-01,AAPL,0.26590626969851666
2022-08-02,AAPL,0.26982228477809467
2022-08-03,AAPL,0.274604171872396
2022-08-04,AAPL,0.27402341663087443
2022-08-05,AAPL,0.2714230007428964
2022-08-08,AAPL,0.26695567667168896
2022-08-09,AAPL,0.2669067242194963
2022-08-10,AAPL,0.25140398994737434
2022-08-11,AAPL,0.2528686312309185
2022-08-12,AAPL,0.24522989467497766
2022-08-15,AAPL,0.2439800725184232
2022-08-16,AAPL,0.2426807089950889
2022-08-17,AAPL,0.24260976736414275
2022-08-18,AAPL,0.23844337510209662
2022-08-19,AAPL,0.24613663960921656
2022-08-22,AAPL,0.25321491003053515
2022-08-23,AAPL,0.2539303646769919
2022-08-24,AAPL,0.2531806206971003
2022-08-25,AAPL,0.2507526357584392
2022-08-26,AAPL,0.27895678138966074
2022-08-29,AAPL,0.27443658821042227
2022-08-30,AAPL,0.27039877469722134
2022-08-31,AAPL,0.27038518400701633
2022-09-01,AAPL,0.2673718677140624
2022-09-02,AAPL,0.2694303664976656
2022-09-06,AAPL,0.2696490394441202
2022-09-07,AAPL,0.26934755649477626
2022-09-08,AAPL,0.2524202998430831
2022-09-09,AAPL,0.25823538555963066
2022-09-12,AAPL,0.2646329018568082
2022-09-13,AAPL,0.3175581617679971
2022-09-14,AAPL,0.3182541004159078
2022-09-15,AAPL,0.30059113851320657
2022-09-16,AAPL,0.3015063369665003
2022-09-19,AAPL,0.3121718886482199
2022-09-20,AAPL,0.3163947367520749
2022-09-21,AAPL,0.32097748226142897
2022-09-22,AAPL,0.30976871350665
2022-09-23,AAPL,0.31165346344941397
2022-09-26,AAPL,0.3031815029070675
2022-09-27,AAPL,0.3032531850326381
2022-09-28,AAPL,0.3040062140432836
2022-09-29,AAPL,0.3284188709787274
2022-09-30,AAPL,0.3351852111506905
2022-10-03,AAPL,0.3518591710913381
2022-10-04,AAPL,0.35943610020579964
2022-10-05,AAPL,0.35988117864993957
2022-10-06,AAPL,0.35944330358878435
2022-10-07,AAPL,0.3665847434511605
2022-10-10,AAPL,0.3545341574165799
2022-10-11,AAPL,0.3539365164926777
2022-10-12,AAPL,0.35254893206861593
2022-10-13,AAPL,0.36844804169054884
2022-10-14,AAPL,0.3773974700148275
2022-10-17,AAPL,0.38818559993938495
2022-10-18,AAPL,0.3894698516525142
2022-10-19,AAPL,0.3880464159358001
2022-10-20,AAPL,0.38749020710725446
2022-10-21,AAPL,0.39197372463645275
2022-10-24,AAPL,0.3769243253853821
2022-10-25,AAPL,0.34025213215616995
2022-10-26,AAPL,0.34348836090982027
2022-10-27,AAPL,0.35045649871945
2022-10-28,AAPL,0.41024449551847814
2022-10-31,AAPL,0.4066459383134865
2022-11-01,AAPL,0.4068421829148899
2022-11-02,AAPL,0.4170554017698201
2022-11-03,AAPL,0.43388287715293317
2022-11-04,AAPL,0.4323777340097492
2022-11-07,AAPL,0.4325677356903206
2022-11-08,AAPL,0.43218209046206757
2022-11-09,AAPL,0.44061231989782323
2022-11-10,AAPL,0.4878935653031451
2022-11-11,AAPL,0.4811345776051161
2022-11-14,AAPL,0.47511088423031983
2022-11-15,AAPL,0.4707992201487472
2022-11-16,AAPL,0.47155352001510176
2022-11-17,AAPL,0.47234469831712933
2022-11-18,AAPL,0.4579178957265706
2022-11-21,AAPL,0.46341079541549074
2022-11-22,AAPL,0.4633636606635038
2022-11-23,AAPL,0.4629357208194055
2022-11-25,AAPL,0.458422645949994
2022-11-28,AAPL,0.45478818221518275
2022-11-29,AAPL,0.45184340746996154
2022-11-30,AAPL,0.4719122499381182
2022-12-01,AAPL,0.4719179536085845
2022-12-02,AAPL,0.4719264050402184
2022-12-05,AAPL,0.46623295717745095
2022-12-06,AAPL,0.46978641991621084
2022-12-07,AAPL,0.46695311534733513
2022-12-08,AAPL,0.4658392495104431
2022-12-09,AAPL,0.45746785323997885
2022-12-12,AAPL,0.40496908617690797
2022-12-13,AAPL,0.4038614290215276
2022-12-14,AAPL,0.40320180855321214
2022-12-15,AAPL,0.4119593109950895
2022-12-16,AAPL,0.39498167118724675
2022-12-19,AAPL,0.39737590815117785
2022-12-20,AAPL,0.3970626879970924
2022-12-21,AAPL,0.40343317520397787
2022-12-22,AAPL,0.3975255494530306
2022-12-23,AAPL,0.3028349891085506
2022-12-27,AAPL,0.29641113821519655
2022-12-28,AAPL,0.3059565783069615
2022-12-29,AAPL,0.3172092271037512
2022-12-30,AAPL,0.31772763312467184
2023-01-03,AAPL,0.32768464787856916
2023-01-04,AAPL,0.32993524033464766
2023-01-05,AAPL,0.3268146163996077
2023-01-06,AAPL,0.3439298472113717
2023-01-09,AAPL,0.343470703058435
2023-01-10,AAPL,0.34156101798841393
2023-01-11,AAPL,0.3421735958468271
2023-01-12,AAPL,0.33752215679804254
2023-01-13,AAPL,0.3059546015001532
2023-01-17,AAPL,0.30756418016768855
2023-01-18,AAPL,0.30764607441967223
2023-01-19,AAPL,0.3074173297326939
2023-01-20,AAPL,0.30565836495389187
2023-01-23,AAPL,0.31114986893479635
2023-01-24,AAPL,0.31051865283358987
2023-01-25,AAPL,0.3106618240799012
2023-01-26,AAPL,0.3099806846416364
2023-01-27,AAPL,0.31192491097942965
2023-01-30,AAPL,0.3142350915623
2023-01-31,AAPL,0.2802540749346925
2023-02-01,AAPL,0.27628560254795476
2023-02-02,AAPL,0.28712401968540907
2023-02-03,AAPL,0.2923178489420444
2023-02-06,AAPL,0.29448454762896165
2023-02-07,AAPL,0.28543742246050086
2023-02-08,AAPL,0.29233410143493543
2023-02-09,AAPL,0.2891158983089932
2023-02-10,AAPL,0.2682860489177824
2023-02-13,AAPL,0.26300554471376114
2023-02-14,AAPL,0.2644488910158376
2023-02-15,AAPL,0.23060334676828395
2023-02-16,AAPL,0.23604200230813185
2023-02-17,AAPL,0.23424555517490747
2023-02-21,AAPL,0.23677795603323298
2023-02-22,AAPL,0.23682475398400368
2023-02-23,AAPL,0.23685262268731563
2023-02-24,AAPL,0.24039194553546359
2023-02-27,AAPL,0.2405390146932596
2023-02-28,AAPL,0.24051938871181663
2023-03-01,AAPL,0.24503762077981242
2023-03-02,AAPL,0.24400301868290908
2023-03-03,AAPL,0.26077525325648676
2023-03-06,AAPL,0.26044109666155674
2023-03-07,AAPL,0.25886977384857063
2023-03-08,AAPL,0.2584902059766172
2023-03-09,AAPL,0.26264669066417323
2023-03-10,AAPL,0.263786492298861
2023-03-13,AAPL,0.263619181318112
2023-03-14,AAPL,0.2581520027826109
2023-03-15,AAPL,0.25736026312290067
2023-03-16,AAPL,0.261292080683738
2023-03-17,AAPL,0.2413140422871854
2023-03-20,AAPL,0.2352827915406623
2023-03-21,AAPL,0.2304982918630453
2023-03-22,AAPL,0.22646583758702
2023-03-23,AAPL,0.22013219542693357
2023-03-24,AAPL,0.21944686176158842
2023-03-27,AAPL,0.22338664958559326
2023-03-28,AAPL,0.21792450572143865
2023-03-29,AAPL,0.22398960483370547
2023-03-30,AAPL,0.222401679779807
2023-03-31,AAPL,0.22302113217671682
2023-04-03,AAPL,0.22150226092850614
2023-04-04,AAPL,0.20361307313675933
2023-04-05,AAPL,0.2082048316959344
2023-04-06,AAPL,0.2083127261792334
2023-04-10,AAPL,0.2065443266257238
2023-04-11,AAPL,0.208368261869297
2023-04-12,AAPL,0.20862117732042995
2023-04-13,AAPL,0.22034338014273658
2023-04-14,AAPL,0.22113955124247234
2023-04-17,AAPL,0.2017378046966308
2023-04-18,AAPL,0.19693725872781107
2023-04-19,AAPL,0.1903421129572744
2023-04-20,AAPL,0.1915538228815572
2023-04-21,AAPL,0.1878894632515412
2023-04-24,AAPL,0.1808938569530918
2023-04-25,AAPL,0.18235941204713213
2023-04-26,AAPL,0.17940551214560044
2023-04-27,AAPL,0.19420060756034765
2023-04-28,AAPL,0.18921073633777202
2023-05-01,AAPL,0.1878642246634938
2023-05-02,AAPL,0.18591986301171246
2023-05-03,AAPL,0.1853016674956627
2023-05-04,AAPL,0.18573104704317991
2023-05-05,AAPL,0.2253972483077815
2023-05-08,AAPL,0.22501517127364273
2023-05-09,AAPL,0.22375268189214706
2023-05-10,AAPL,0.22387733925178888
2023-05-11,AAPL,0.2184617256091841
2023-05-12,AAPL,0.2185400672097393
2023-05-15,AAPL,0.21518922555401188
2023-05-16,AAPL,0.21441350330999423
2023-05-17,AAPL,0.21409323443553713
2023-05-18,AAPL,0.21333965412576605
2023-05-19,AAPL,0.21316820735439984
2023-05-22,AAPL,0.20743544629940594
2023-05-23,AAPL,0.2118054105204315
2023-05-24,AAPL,0.2109008297166874
2023-05-25,AAPL,0.18975536160011702
2023-05-26,AAPL,0.19280723224334023
2023-05-30,AAPL,0.1942851880674908
2023-05-31,AAPL,0.1938229363383644
2023-06-01,AAPL,0.19745413902549314
2023-06-02,AAPL,0.19596920126086842
2023-06-05,AAPL,0.19482511042426587
2023-06-06,AAPL,0.19533251453413053
2023-06-07,AAPL,0.19447185101218334
2023-06-08,AAPL,0.19761090195481232
2023-06-09,AAPL,0.18321616742223795
2023-06-12,AAPL,0.18657932136891406
2023-06-13,AAPL,0.18699111142552635
2023-06-14,AAPL,0.18510561666520428
2023-06-15,AAPL,0.18433279474762562
2023-06-16,AAPL,0.18209687150383605
2023-06-20,AAPL,0.13113666230131737
2023-06-21,AAPL,0.13292318364717667
2023-06-22,AAPL,0.13420653883754788
2023-06-23,AAPL,0.13290921784349086
2023-06-26,AAPL,0.13603423906190837
2023-06-27,AAPL,0.13890895414837254
2023-06-28,AAPL,0.13814891367378912
2023-06-29,AAPL,0.13788846397479634
2023-06-30,AAPL,0.14914992418048717
2023-07-03,AAPL,0.14994286321518088
2023-07-05,AAPL,0.15207375194874273
2023-07-06,AAPL,0.14996893163623026
2023-07-07,AAPL,0.14219665810654003
2023-07-10,AAPL,0.14817036809393103
2023-07-11,AAPL,0.14873540886656791
2023-07-12,AAPL,0.14611866594812153
2023-07-13,AAPL,0.1442292633598999
2023-07-14,AAPL,0.14408970359159595
2023-07-17,AAPL,0.14515643432188285
2023-07-18,AAPL,0.14539932503914724
2023-07-19,AAPL,0.14293124403295152
2023-07-20,AAPL,0.14716223407045478
2023-07-21,AAPL,0.1462583553999663
2023-07-24,AAPL,0.1412658521925623
2023-07-25,AAPL,0.1414267075100321
2023-07-26,AAPL,0.1359525629660008
2023-07-27,AAPL,0.13758182703849847
2023-07-28,AAPL,0.14161949655595324
2023-07-31,AAPL,0.13905377676281333
2023-08-01,AAPL,0.13836278631190274
2023-08-02,AAPL,0.1473398832681122
2023-08-03,AAPL,0.14810301636832773
2023-08-04,AAPL,0.2021350503704103
2023-08-07,AAPL,0.20771880665026057
2023-08-08,AAPL,0.20775744916278976
2023-08-09,AAPL,0.20333028995363736
2023-08-10,AAPL,0.20188774274746077
2023-08-11,AAPL,0.20169072798780543
2023-08-14,AAPL,0.1906863158794143
2023-08-15,AAPL,0.19177298896988684
2023-08-16,AAPL,0.19165726208829306
2023-08-17,AAPL,0.19410213502484416
2023-08-18,AAPL,0.19469071458331155
2023-08-21,AAPL,0.19551855914109487
2023-08-22,AAPL,0.19771207516895503
2023-08-23,AAPL,0.20705837206832228
2023-08-24,AAPL,0.2185608657452939
2023-08-25,AAPL,0.2227388476453414
2023-08-28,AAPL,0.2177115680156104
2023-08-29,AAPL,0.2285553600797365
2023-08-30,AAPL,0.2350347912365244
2023-08-31,AAPL,0.23359720793765285
2023-09-01,AAPL,0.23454924449565404
2023-09-05,AAPL,0.23420237445101855
2023-09-06,AAPL,0.25570927546499267
2023-09-07,AAPL,0.2672557317904875
2023-09-08,AAPL,0.26767060575117513
2023-09-11,AAPL,0.2648274872135349
2023-09-12,AAPL,0.2673554613473001
2023-09-13,AAPL,0.2684497878162523
2023-09-14,AAPL,0.2684320545296353
2023-09-15,AAPL,0.2681427588603808
2023-09-18,AAPL,0.23529611976497058
2023-09-19,AAPL,0.23062446997248043
2023-09-20,AAPL,0.2373551977940225
2023-09-21,AAPL,0.23733559554306924
2023-09-22,AAPL,0.2379011541515772
2023-09-25,AAPL,0.23899657224816367
2023-09-26,AAPL,0.24643487451798327
2023-09-27,AAPL,0.24571892764033706
2023-09-28,AAPL,0.2456071800442866
2023-09-29,AAPL,0.24247017246940464
2023-10-02,AAPL,0.24632911332181728
2023-10-03,AAPL,0.24613568177223025
2023-10-04,AAPL,0.24596339643964715
2023-10-05,AAPL,0.23794151456485899
2023-10-06,AAPL,0.22958526345299943
2023-10-09,AAPL,0.22795450589206567
2023-10-10,AAPL,0.22662595807520566
2023-10-11,AAPL,0.2184460344136553
2023-10-12,AAPL,0.2110879743788184
2023-10-13,AAPL,0.21257108913299796
2023-10-16,AAPL,0.21044865033404914
2023-10-17,AAPL,0.21114133265678026
2023-10-18,AAPL,0.18553009495537404
2023-10-19,AAPL,0.1649653930048606
2023-10-20,AAPL,0.1696811997988508
2023-10-23,AAPL,0.1682375456255835
2023-10-24,AAPL,0.16151455237712678
2023-10-25,AAPL,0.16259749784850622
2023-10-26,AAPL,0.17460694371920632
2023-10-27,AAPL,0.17664742164782526
2023-10-30,AAPL,0.17305960705735932
2023-10-31,AAPL,0.1720458791384538
2023-11-01,AAPL,0.17228315274799103
2023-11-02,AAPL,0.18036550122697176
2023-11-03,AAPL,0.1806836963510637
2023-11-06,AAPL,0.18424176112760351
2023-11-07,AAPL,0.17335859917391114
2023-11-08,AAPL,0.17063580510472756
2023-11-09,AAPL,0.17123409646972113
2023-11-10,AAPL,0.18148955363633
2023-11-13,AAPL,0.1808573637061116
2023-11-14,AAPL,0.18162341930685003
2023-11-15,AAPL,0.18113559549705732
2023-11-16,AAPL,0.18160587801868724
2023-11-17,AAPL,0.1782130117712473
2023-11-20,AAPL,0.1784747709598891
2023-11-21,AAPL,0.17873531438967774
2023-11-22,AAPL,0.17798984942190815
2023-11-24,AAPL,0.17969238820236663
2023-11-27,AAPL,0.1762447209974853
